att_1,att_2,att_3,att_4,att_5,att_6,att_7,att_8,att_9,att_10,att_11,att_12,att_13,att_14,att_15,att_16,att_17,att_18,att_19,att_20,class
-0.667396,-0.04726,-0.247481,-0.354362,-0.129549,-0.382683,0.144039,0.119014,0.210936,-0.015214,-0.167107,-0.864381,0.425258,0.215249,-0.178397,-0.466784,-0.06976,-0.519232,0.533895,0.034481,-1
-0.122392,0.302919,-0.154255,-0.61748,-0.259325,-0.447642,0.419386,-0.1813,0.074244,0.238377,0.199857,-0.465529,0.313598,0.094893,0.705804,-0.23317,-0.137502,0.087484,0.105312,0.250807,-1
0.201454,0.387224,-0.390194,-0.418813,-0.625712,-0.35201,0.229431,-0.064093,0.133165,0.256288,0.195265,0.109258,0.34729,-0.104861,-0.137057,-0.028476,-0.39289,-0.211425,0.648703,0.221354,-1
-0.608731,0.063358,-0.779895,-0.212825,-0.497986,-0.669087,0.260255,-0.033497,0.0684,0.192774,0.143183,-0.114701,0.362739,-0.171696,-0.239371,-0.19939,-0.082596,0.116573,0.113685,0.022934,-1
-0.421888,0.089624,-0.441109,-0.259366,-0.103363,-0.799033,0.507982,-0.10977,-0.078869,-0.157042,-0.112891,-0.159614,0.43556,0.13681,-0.093281,-0.272719,-0.142664,-0.217599,0.244176,-0.023737,-1
-0.553291,-0.138893,-0.24854,-0.392622,-0.018144,-0.513979,0.316331,-0.212961,0.237611,0.257076,0.066316,0.047159,0.195618,-0.022819,-0.067247,-0.067474,0.072819,-0.278753,0.193467,0.287992,-1
-0.578552,-0.008857,-0.625896,-0.11778,-0.528492,-0.586448,0.449856,-0.051981,0.096091,0.170351,0.172618,0.074025,0.492547,-0.140025,-0.081207,-0.09157,-0.218442,-0.062618,0.250902,0.16299,-1
-0.789103,0.128851,-0.148175,-0.072645,-0.194365,-0.388879,0.390654,0.015424,0.136005,-0.010951,-0.031616,0.000447,0.120905,-0.156053,-0.122576,-0.124397,-0.202177,-0.056194,0.117771,-0.026009,-1
-0.446719,-0.159779,-0.242022,-0.354578,-0.222635,-0.256339,0.205852,-0.14985,0.368111,0.279617,0.029009,0.08482,0.261431,-0.152624,-0.083946,-0.082701,-0.105476,-0.220972,0.282228,0.263977,-1
-0.679519,0.069878,-0.556449,-0.180797,-0.367181,-0.607715,0.282148,-0.063463,0.076082,0.211032,0.170589,-0.070562,0.197204,-0.180354,-0.162879,-0.212812,-0.101555,0.032351,0.230697,0.019296,-1
-0.619474,0.067668,-0.759553,-0.208482,-0.47467,-0.67655,0.262,-0.038283,0.059918,0.197672,0.149595,-0.132867,0.334354,-0.18583,-0.224281,-0.233834,-0.089483,0.077339,0.126979,0.003366,-1
-0.599142,-0.016335,-0.537442,-0.18462,-0.323372,-0.574213,0.432615,-0.073744,0.127922,-0.034106,-0.004157,0.085399,0.376016,-0.131197,-0.137161,-0.113406,-0.091762,-0.080341,0.059064,-0.016004,-1
-0.660931,-0.095103,-0.370725,-0.312778,-0.158067,-0.557435,0.37335,-0.154753,0.126097,0.119343,0.032315,0.083057,0.26104,-0.093077,-0.060922,-0.162419,-0.055807,-0.162536,0.090253,0.123965,-1
-0.582208,-0.007667,-0.62809,-0.117952,-0.530297,-0.592122,0.449809,-0.048236,0.091192,0.161792,0.166045,0.076025,0.493736,-0.141788,-0.083012,-0.095419,-0.207507,-0.053369,0.238784,0.166047,-1
-0.62954,0.158678,-0.000507,0.020829,-0.185989,-0.223873,0.327299,0.111202,0.223389,0.05306,0.001761,-0.013209,0.10702,-0.179978,-0.095601,-0.097323,-0.324261,-0.056013,0.29078,0.061382,-1
-0.301919,0.228047,-0.654914,-0.247797,-0.826983,-0.274949,0.397807,-0.083913,0.532247,0.195194,0.142224,0.325664,0.499173,-0.237366,0.010062,-0.34899,-0.322105,0.015523,0.298048,-0.033725,-1
-0.550969,-0.193488,-0.531875,-0.520391,-0.367322,-0.492402,0.152568,-0.080635,0.01782,0.408755,0.050615,-0.051768,0.397611,-0.141227,-0.175574,-0.24063,-0.01616,-0.068676,0.166459,0.266735,-1
-0.672988,-0.153866,-0.508211,-0.520025,-0.263467,-0.597008,0.179043,-0.233609,0.028237,0.460133,0.073834,-0.096156,0.303125,-0.13614,-0.118862,-0.269746,0.052541,-0.094816,0.233832,0.234245,-1
-0.62942,0.022191,-0.456265,-0.148135,-0.239272,-0.579673,0.43769,-0.054234,0.151308,-0.061821,-0.001258,0.068665,0.306933,-0.100745,-0.120756,-0.110414,-0.120226,-0.108151,0.0926,-0.014158,-1
-0.68583,-0.066799,-0.343977,-0.412593,-0.09646,-0.615156,0.2096,-0.169219,0.146125,0.375639,0.058109,-0.106901,0.159915,-0.114534,-0.086289,-0.227929,-0.079443,-0.202674,0.425301,0.107048,-1
-0.583667,-0.005351,-0.626696,-0.114359,-0.521599,-0.586067,0.444426,-0.050041,0.088938,0.169852,0.170823,0.078899,0.479722,-0.140866,-0.085178,-0.098377,-0.215846,-0.061737,0.226421,0.16836,-1
-0.697662,0.094331,-0.455889,-0.148643,-0.314415,-0.582594,0.298543,-0.029441,0.080562,0.188072,0.13097,-0.060387,0.186727,-0.166678,-0.150012,-0.22163,-0.127131,0.019201,0.233577,-0.005101,-1
-0.506394,-0.377861,-0.572379,0.19426,0.054786,0.433129,0.218934,-0.744264,-0.125226,-0.507397,-0.218729,-0.048761,-0.039184,-0.21268,-0.029532,-0.096683,-0.189753,-0.766618,-0.481083,0.117658,-1
-0.666884,-0.161495,-0.516757,-0.333052,-0.122563,-0.217652,-0.473637,-0.385557,-0.105913,-0.201429,-0.168489,-0.105208,0.113382,-0.090924,-0.176955,-0.131677,-0.301007,-0.514362,-0.358109,0.146809,-1
-0.469492,-0.339118,-0.775162,-0.449493,-0.510344,-0.450418,0.536283,-0.133901,0.030193,-0.101592,-0.31462,-0.066098,0.669547,-0.06373,-0.32737,-0.102188,-0.084781,-0.081287,-0.750663,0.163077,-1
-0.611057,-0.031385,-0.592199,0.170979,-0.207312,-0.020809,0.107716,-0.385636,-0.005461,-1,-0.07174,-0.279072,0.225981,-0.145176,-0.38748,-0.133148,-0.235638,-0.855732,-1,-0.193727,-1
-0.652067,0.111365,-0.30966,0.310145,-0.157284,-0.037756,-0.08335,0.087096,-0.11111,-0.85094,-0.136811,-0.135343,0.020042,-0.149579,-0.274574,-0.40396,-0.426103,-0.544708,-0.737089,-0.444177,-1
-0.287711,-0.146961,-0.365868,-0.158312,0.043615,-0.221095,-0.106736,-0.402125,0.112053,-0.513507,-0.135721,0.108681,0.17216,-0.190707,-0.129314,-0.266764,-0.319952,-0.678193,-0.332661,-0.036306,-1
-0.640096,-0.089078,-0.519414,0.046112,-0.165037,0.041686,0.026825,-0.497539,-0.02689,-0.883859,-0.082525,-0.494041,0.342516,-0.129185,-0.408441,-0.228912,-0.168091,-1,-0.854497,-0.086761,-1
-0.609236,0.012957,-0.262908,0.14132,-0.091991,0.079555,0.110699,-0.212073,0.08933,-0.748885,-0.182727,-0.104939,0.099586,-0.173957,-0.33172,-0.177567,-0.227142,-0.59665,-0.548,-0.093994,-1
-0.57133,0.052794,-0.509929,-0.256594,-0.355321,-0.431167,0.330787,-0.105738,0.325392,0.017577,0.006905,-0.165533,0.347979,-0.021227,-0.177162,-0.194535,0.050429,-0.194996,-0.10001,0.025073,-1
-0.535062,0.157891,-0.74726,-0.271831,-0.582522,-0.507347,0.222431,-0.094245,0.156506,0.229862,0.161351,-0.19769,0.363401,-0.157517,-0.4503,-0.289527,0.127874,-0.017282,0.059832,0.14861,-1
-0.567032,-0.138374,-0.327126,0.148767,0.115785,0.174104,0.741255,-0.41209,0.107651,-0.273842,0.191721,0.10332,0.06476,-0.585077,-0.006975,0.090625,-0.249855,-0.343137,0.139935,0.229253,-1
-0.718087,0.134984,-0.205116,0.331544,-0.14147,0.07595,0.310214,-0.004887,0.043054,-0.768775,-0.103344,-0.331137,0.120519,0.014043,-0.234975,-0.239263,-0.281611,-0.542126,-0.573281,-0.206499,-1
-0.580539,-0.018189,-0.496474,0.287,-0.104484,-0.005164,0.264374,-0.304506,0.038113,-0.992875,-0.079016,-0.21693,0.149113,0.061237,-0.300715,-0.144487,-0.220989,-0.702986,-0.736268,-0.164613,-1
0.301129,0.184788,-0.38338,-0.474986,0.114976,0.290452,0.287408,0.088583,-0.486621,0.443161,-0.314077,-0.320892,-0.086065,0.170435,0.043924,0.566993,0.019722,-0.280263,0.137402,0.409753,-1
-0.621462,0.055835,-0.350468,0.184805,0.255931,0.228267,0.127353,-0.113874,0.023223,0.290138,-0.02009,-0.556207,0.489514,0.017258,-0.174398,-0.424662,0.052417,-0.052266,0.441853,0.383106,-1
-0.212984,-0.171594,-0.428453,-0.210114,0.453052,0.002249,0.193811,-0.286535,0.000501,-0.109472,0.111717,0.311461,0.25391,0.056681,0.261479,-0.279436,-0.184949,0.158653,0.675768,0.252289,-1
-0.207607,-0.133281,-0.485149,-0.21328,0.280603,0.274417,0.244332,0.094783,-0.113926,0.508734,-0.151266,-0.01917,0.155418,-0.226664,0.068008,-0.053369,-0.245443,0.151663,0.451955,0.356718,-1
0.095656,0.966335,0.118453,-0.229089,-0.060361,-0.173325,0.250744,0.276158,0.109294,-0.115573,-0.322001,0.012956,-0.154485,-0.014362,-0.181527,-0.065992,-0.466807,-0.117436,0.581242,-0.304662,-1
0.011113,-0.436232,0.24511,-0.374636,0.295041,-0.350093,-0.220242,0.286734,0.266459,-0.117824,0.13681,-0.321955,0.205265,-0.262059,-0.183569,-0.276694,-0.192983,-0.035123,0.309179,0.247267,-1
-0.43837,-0.137215,-0.494318,0.648174,0.252115,0.013974,-0.024399,-0.228593,-0.035814,0.528466,0.364688,0.045313,0.669865,-0.733585,-0.312427,-0.241176,0.255578,1,-0.252987,1,-1
0.472363,-0.20431,-0.318505,-0.14913,0.712143,-0.123186,0.281899,-0.044494,0.110617,-0.321307,-0.007854,0.020643,0.330722,0.123509,0.08179,-0.286414,-0.00546,-0.365508,0.32895,0.322163,-1
0.322775,-0.331894,-0.187931,-0.311784,0.423515,-0.377677,0.079263,0.172486,0.24289,-0.39579,0.292815,0.038405,0.143288,-0.316661,-0.189936,-0.163103,-0.259441,-0.046557,0.024576,-0.003314,-1
-0.587503,-0.128239,-0.544458,-0.253008,0.039971,0.124975,0.12974,-0.060994,-0.058287,-0.255467,-0.049105,0.666199,0.301027,0.10414,-0.030936,0.130478,-0.115483,0.42139,0.22275,0.327188,-1
-0.48002,0.190401,0.15998,0.402091,0.238161,-0.092045,0.143962,0.126105,0.199558,-0.04049,0.135485,-0.179742,0.048061,-0.154582,-0.394612,-0.191316,-0.091182,0.067184,0.138242,0.321232,-1
0.004873,0.037763,-0.305631,0.150111,0.424044,0.145708,0.312148,0.141539,0.165438,-0.138781,-0.205239,-1,0.565627,0.237076,-0.1207,-0.412249,0.10827,-0.474915,0.54792,0.023095,-1
-0.39649,0.06473,-0.140057,-0.230317,0.242702,-0.274492,0.171449,-0.049965,0.179495,-0.232786,-0.149937,-0.034128,0.069478,-0.226205,0.050983,-0.184108,-0.423036,-0.090626,0.433309,0.020688,-1
-0.577696,0.128788,0.398624,-0.459249,-0.014031,-0.003083,0.09761,0.283192,0.147908,0.09598,-0.299124,-0.073899,-0.018948,0.22613,0.094281,-0.053342,-0.165213,0.510917,0.445076,0.402852,-1
-0.711918,0.103591,-0.161899,-0.171527,0.113541,-0.105098,0.179681,-0.057461,0.177588,-0.341045,-0.08068,0.065034,-0.058139,-0.295081,-0.04721,-0.056203,-0.371347,-0.012197,0.466169,0.087325,-1
-0.486567,0.070299,0.202791,-0.322792,0.145685,-0.052243,0.087461,0.113365,0.236075,-0.099278,-0.34727,-0.075659,-0.038873,0.062541,-0.200447,-0.236793,-0.19183,0.002937,0.539282,0.336843,-1
-0.75305,0.164645,0.109745,-0.16758,0.068722,0.007905,0.190767,0.052044,0.268122,-0.216814,-0.190757,-0.323587,-0.015263,-0.04062,-0.209309,-0.245616,-0.266633,-0.33291,0.603041,0.166142,-1
-0.492981,0.16759,-0.135345,-0.04381,0.106823,-0.098695,0.205667,0.064792,0.19977,-0.344241,-0.083524,-0.220185,0.009493,-0.142969,-0.07516,-0.128932,-0.340333,-0.102214,0.470123,0.113168,-1
-0.138739,0.090889,0.098991,0.020426,0.065233,0.061094,0.22787,0.121401,0.285756,-0.130805,-0.101451,-0.078065,0.11788,-0.213876,0.115572,-0.070761,-0.418495,0.106745,0.236709,0.181602,-1
-0.896047,0.233388,0.077035,-0.035985,0.003635,-0.111039,0.243103,0.133042,0.136743,-0.209955,-0.129871,0.11572,-0.192494,-0.227971,-0.070799,0.005885,-0.414447,0.251546,0.313596,0.057523,-1
-0.659419,-0.190635,0.019179,-0.112456,0.501255,0.704413,0.60254,-0.364179,0.080848,-0.302367,-0.445533,0.122164,0.376668,0.211003,0.132153,-0.144788,-0.109371,-0.295573,0.68673,0.298874,-1
-0.808593,-0.037611,0.193549,-0.080818,0.469027,0.646663,0.648716,-0.252209,0.112685,-0.434267,-0.339397,0.101943,0.243519,0.261387,0.06198,-0.169292,-0.016374,-0.250794,0.778226,0.040404,-1
-0.613851,-0.220896,-0.021492,-0.209604,0.624143,0.727739,0.572899,-0.539038,0.072653,-0.16253,-0.500728,0.136385,0.537284,0.321762,0.317684,-0.186137,-0.027406,-0.37129,1,0.477683,-1
-0.693872,-0.192193,0.019593,-0.14034,0.486038,0.72382,0.591859,-0.412933,0.059871,-0.261146,-0.485364,0.123794,0.356413,0.255656,0.187591,-0.165449,-0.052954,-0.384618,0.711283,0.270232,-1
-0.763803,-0.128658,0.923434,0.615024,-0.027556,-0.142327,0.078257,0.309425,0.224137,0.301058,0.352372,-0.092113,0.373286,-0.808593,-0.118131,-0.047128,-0.228931,0.004803,0.199966,0.294886,-1
-0.589496,-0.200688,0.94289,0.73044,0.054334,-0.1793,-0.112998,0.282643,0.066276,0.325191,0.332249,-0.111095,0.458361,-0.851864,-0.124027,-0.176889,-0.095718,0.064107,0.180942,0.225891,-1
-0.271934,-0.664489,-0.743447,-0.409958,-0.058698,0.511701,0.05894,0.448232,-0.108049,0.081193,0.580721,-0.084571,0.162606,-0.028738,-0.183529,-0.13692,-0.279288,0.095057,0.205901,-0.000751,-1
-0.723704,-0.215575,1,0.759467,-0.054126,-0.093909,-0.163488,0.300812,0.204546,0.380683,0.327288,-0.09318,0.454414,-0.87531,-0.112984,-0.083772,-0.148692,0.043109,0.248718,0.279696,-1
-0.442514,-0.495903,-0.529752,-0.397279,-0.015156,0.417149,0.080548,0.394249,-0.099486,0.051378,0.49018,-0.115204,-0.00687,-0.029097,-0.158237,-0.144893,-0.312082,0.074644,0.253561,-0.021513,-1
-0.300506,-0.656479,-0.757245,-0.44356,-0.042617,0.499394,0.047424,0.454296,-0.130837,0.019093,0.564324,-0.060703,0.133724,-0.000191,-0.207055,-0.105263,-0.329598,0.141876,0.180873,-0.011977,-1
-0.56563,-0.139202,-0.753956,-0.379376,0.029469,0.059246,0.159843,-0.196894,0.062686,-0.827229,-0.442538,-0.294726,-0.050624,-0.493872,-0.239547,0.050847,-0.44972,-0.058836,0.029607,0.366928,-1
-0.647251,-0.031994,-0.386217,0.395047,0.419669,0.645964,0.586492,-0.485426,-0.052163,0.078461,0.356618,0.007518,-0.096243,-0.227315,0.11057,-0.249827,-0.264155,-0.517961,0.700789,0.15926,-1
-0.387909,-0.411949,-0.624412,-0.293627,0.142372,0.397437,0.40657,0.153866,-0.141526,-0.619429,-0.105223,0.472641,0.248453,0.036495,0.069409,-0.27521,-0.363258,-0.102515,0.074138,-0.05589,-1
0.041394,-0.035461,-0.359324,-0.813981,-0.222195,0.787606,0.101738,-0.124563,0.697574,-0.208706,0.122143,0.278899,-0.303122,0.113015,-0.087365,-0.01021,0.172611,-0.731861,-0.210957,0.206717,-1
-0.420445,-0.128952,0.185388,-0.754136,0.334403,-0.103326,0.231416,-0.043349,-0.23137,-0.55973,-0.63856,-0.273572,-0.118704,-0.067863,-0.165718,-0.036534,-0.149714,-0.093532,0.299625,0.448074,-1
0.443408,0.650895,0.640174,-1,-0.244799,0.318688,0.131999,0.4464,-0.053471,-0.566414,-0.993561,0.354778,-0.079545,0.147579,-0.214606,-0.166119,-0.292509,0.594528,0.244904,0.014575,-1
-0.365888,0.103923,-0.790451,-0.373274,-0.158967,0.329858,0.105328,-0.158012,0.603555,-0.800382,-0.32207,-0.076695,-0.251477,-0.445637,-0.174425,0.012945,-0.340307,-0.166827,0.035631,0.223819,-1
-0.145263,0.342211,-0.753693,-0.468093,-0.386764,0.629847,0.044662,-0.183852,0.974575,-0.802095,-0.367715,0.171952,-0.312114,-0.558792,-0.099806,-0.337205,-0.495207,-0.084049,0.066294,0.020939,-1
-0.404445,-0.459417,-0.476331,-0.400031,0.127063,0.146856,0.188551,0.038353,0.175163,-0.354129,-0.362654,-0.228893,-0.01919,-0.053953,-0.245662,-0.209129,-0.111068,0.008486,0.156325,-0.042476,-1
-0.541485,0.120292,-0.345484,0.690223,0.299049,0.408397,0.36241,0.087702,0.100161,-0.283795,0.200246,0.014959,0.157296,-0.548543,0.27169,0.164432,-0.429841,-0.456135,0.577981,0.038857,-1
-0.612183,-0.006825,-0.189657,0.450791,0.249458,0.502633,0.505891,-0.092807,0.087203,-0.091459,-0.106722,0.042098,0.177177,-0.274047,0.105513,-0.138539,-0.187131,-0.195076,0.342387,0.188224,-1
-0.515861,-0.054516,-0.595124,-0.17475,-0.053731,0.114507,0.140613,0.085271,0.12588,-0.531005,-0.410746,-0.156738,0.060139,-0.266957,-0.140138,-0.109437,-0.548132,0.0658,0.396787,0.034637,-1
-0.310579,-0.306397,-0.830828,-0.230526,0.02213,0.437325,0.373991,0.05161,0.081445,-0.454873,-0.274065,0.171125,0.511929,0.384118,0.06628,-0.195699,-0.263116,-0.287447,0.335895,0.079451,-1
-0.501726,-0.328555,-0.580186,-0.378756,0.2156,0.354461,0.395067,-0.180199,-0.010507,-0.410538,-0.133013,0.087312,0.243297,0.257403,0.051839,-0.152324,-0.148414,-0.435993,0.200451,0.299268,-1
-0.473101,0.264044,-0.407743,0.207517,0.148114,0.355121,0.391917,0.012412,0.106134,-0.73632,-0.230559,0.264562,-0.332252,-0.486655,-0.026915,-0.063496,-0.79916,0.246167,0.688318,-0.22588,-1
-0.582963,-0.414956,-0.020403,-0.697703,0.299778,-0.044847,0.165786,-0.016571,0.239225,-0.688567,-0.666932,-0.156685,-0.028642,-0.013802,-0.093958,-0.178757,-0.333026,-0.010799,0.261527,0.294312,-1
-0.582963,-0.414956,-0.020403,-0.697703,0.299778,-0.044847,0.165786,-0.016571,0.239225,-0.688567,-0.666932,-0.156685,-0.028642,-0.013802,-0.093958,-0.178757,-0.333026,-0.010799,0.261527,0.294312,-1
-0.44042,-0.487383,-0.573063,-0.487986,0.137271,0.345559,0.295756,-0.002919,-0.011198,-0.407762,0.029229,0.266865,0.168638,0.066241,-0.008461,-0.054983,-0.28297,-0.259855,0.201827,0.191738,-1
-0.58704,0.043111,-0.623452,-0.125727,0.061593,0.049275,0.43325,-0.05593,0.100461,-0.925978,-0.225743,-0.330689,-0.008441,-0.306238,-0.132631,-0.145428,-0.557359,-0.336816,0.358059,-0.073199,-1
-0.442542,-0.536262,-0.372525,-0.363252,0.02632,0.354423,0.031815,0.318543,-0.033365,-0.082042,0.546583,-0.109746,0.06041,-0.102279,-0.164076,-0.202312,-0.230678,-0.033753,0.358384,-0.009908,-1
-0.22296,-0.716008,-0.593512,-0.416625,-0.180726,0.406303,-0.118975,0.378833,0.069406,-0.026068,0.687923,-0.100713,0.257836,-0.211848,-0.240896,-0.073649,-0.233192,0.00019,0.405843,0.078059,-1
-0.583986,-0.016158,-0.639186,-0.223226,-0.021494,0.06045,0.170561,-0.142809,0.206705,-0.815609,-0.259219,-0.323935,-0.109887,-0.452396,-0.247378,0.116001,-0.480924,-0.102941,0.417492,0.336908,-1
-0.476537,-0.202819,-0.398148,0.00008,0.529528,0.263061,0.549742,-0.028885,0.124445,-0.435225,-0.108891,0.222989,0.079484,0.502897,0.175204,-0.166524,-0.234116,-0.393345,0.470938,0.014569,-1
-0.615073,-0.376154,0.283714,-0.535632,0.248078,-0.141023,0.058657,0.292566,0.476002,-0.349946,-0.451076,-0.149248,-0.003499,0.133859,-0.196362,-0.095212,-0.265548,0.118268,0.255021,0.35793,-1
-0.608995,-0.337611,0.043912,-0.594779,0.285748,-0.033413,0.216966,0.007675,0.231368,-0.670674,-0.72058,-0.131477,-0.001078,-0.045828,-0.063452,-0.219466,-0.302865,0.040309,0.238321,0.221108,-1
-0.281161,-0.650121,-0.501055,-0.411079,0.019607,0.357629,0.001729,0.34267,-0.042876,-0.109327,0.686995,-0.093375,0.128626,-0.172448,-0.233766,-0.149767,-0.219129,0.003237,0.391917,0.026563,-1
-0.629908,0.049805,-0.403551,-0.094565,0.162692,-0.014437,0.251017,-0.108597,0.372409,-0.886856,-0.228314,-0.263678,-0.232976,-0.220155,-0.230433,0.315733,-0.518865,-0.282374,0.598291,0.275987,-1
-0.470022,-0.266308,-0.640697,-0.239255,0.188193,0.340519,0.401067,-0.139845,0.048699,-0.464088,-0.159894,0.119722,0.308232,0.26535,0.078374,-0.177287,-0.18035,-0.401403,0.297688,0.20278,-1
-0.35479,-0.345173,-0.654787,-0.196988,0.114382,0.385234,0.416153,0.139999,-0.121128,-0.596894,-0.192439,0.488781,0.337176,0.074003,0.116225,-0.297823,-0.333278,-0.053724,0.20534,-0.103953,-1
-0.834109,0.102224,0.14496,-0.002234,0.127564,0.182345,0.340537,0.17834,0.136726,-0.224709,-0.206047,0.005147,-0.045159,0.047807,-0.033994,-0.165473,-0.269248,-0.077096,0.296335,0.007767,-1
-0.652892,-0.26671,0.006895,-0.331633,0.060058,0.059754,0.008098,0.330509,0.087318,-0.043623,0.189174,-0.144614,0.008146,-0.159607,-0.185628,-0.157276,-0.233853,0.087159,0.344064,0.066038,-1
-0.331546,-0.683359,-0.53768,-0.445377,-0.005364,0.388504,-0.019253,0.337748,-0.062332,-0.043493,0.686812,-0.106783,0.142784,-0.104743,-0.228146,-0.161407,-0.213216,0.012498,0.391671,0.032831,-1
-0.545363,-0.0575,-0.760828,-0.263853,-0.011556,0.064481,0.201206,-0.094206,0.119054,-0.902448,-0.379444,-0.278572,-0.020971,-0.424673,-0.211887,0.045796,-0.477011,-0.015352,0.222982,0.301594,-1
-0.528153,-0.613261,-0.053283,-0.626586,0.149029,0.286042,0.176148,0.045619,0.097148,-0.440597,0.030705,-0.00017,0.11511,-0.012774,-0.117054,-0.104653,-0.198875,-0.295058,0.359403,0.182947,-1
-0.655458,0.003008,-0.371185,-0.184335,0.213582,-0.02906,0.236977,-0.178996,0.368739,-0.860602,-0.277176,-0.26786,-0.25291,-0.280044,-0.231197,0.263345,-0.485418,-0.256488,0.520157,0.362811,-1
-0.684574,-0.434807,0.729565,-0.302956,0.092045,-0.17673,-0.008404,0.658916,0.248256,-0.099883,0.146585,-0.158512,-0.142525,-0.242867,-0.275393,-0.250974,-0.185224,0.165517,-0.054827,0.091219,-1
-0.740912,0.102567,-0.19032,-0.229119,0.00683,-0.218388,0.195268,0.001349,0.265857,-0.12079,-0.224888,-0.151977,-0.107669,-0.14551,-0.182411,-0.065272,-0.472307,-0.094691,0.417521,0.05959,-1
-0.311631,-0.707514,-0.562218,-0.436304,0.005931,0.388465,-0.014859,0.352404,-0.077869,-0.077213,0.74026,-0.103213,0.139237,-0.154276,-0.197831,-0.150255,-0.222265,-0.054345,0.367051,-0.018736,-1
-0.603213,0.011057,-0.412737,0.531752,0.4245,0.601393,0.604642,-0.320855,-0.020614,0.109128,0.422131,0.047264,-0.090278,-0.170313,0.14957,-0.213306,-0.297905,-0.547495,0.587421,0.213595,-1
-0.528948,-0.068003,-0.802985,-0.252203,0.021627,0.067939,0.211692,-0.090989,0.113125,-0.925812,-0.440958,-0.279658,-0.055458,-0.438494,-0.209183,0.028486,-0.550549,-0.031222,0.229013,0.282673,-1
-0.325082,-0.303439,-0.892973,-0.162985,0.048812,0.461599,0.387237,0.02118,0.027807,-0.321056,-0.289125,0.15142,0.514645,0.374529,0.066716,-0.176255,-0.211911,-0.269978,0.279235,0.166722,-1
-0.39815,-0.276551,-0.768095,-0.23828,0.039383,0.395297,0.3944,0.055481,0.044406,-0.476121,-0.171166,0.103082,0.529187,0.37402,0.097548,-0.137235,-0.124852,-0.17998,0.422857,0.189844,-1
-0.077649,-0.134461,-0.848887,-0.358909,-0.220367,0.789756,0.223318,-0.009181,0.603048,-0.303035,-0.217281,0.490506,0.354356,0.287904,-0.093517,-0.289192,-0.182652,-0.408604,0.229189,0.07544,-1
-0.302194,0.361516,-0.319933,1,0.275629,0.41359,0.587758,0.4148,-0.292437,0.304324,0.037285,0.505404,0.293256,-0.094726,-0.647816,-0.08587,-0.223609,-0.006779,0.415943,0.404166,-1
-0.779519,-0.063197,0.303678,0.152868,0.29592,0.633261,0.272375,0.33078,0.074947,-0.16766,0.054368,0.077159,-0.213811,0.099056,-0.147105,-0.170488,-0.185947,-0.013742,0.202869,-0.12611,-1
-0.309759,-0.708564,-0.406999,-0.456552,0.039132,0.365324,-0.014859,0.266333,-0.071145,-0.14978,0.886386,-0.129022,0.025098,-0.262764,-0.240629,-0.165005,-0.217799,-0.099034,0.43512,0.022298,-1
-0.262662,-0.658935,-0.594431,-0.421108,-0.158102,0.299334,-0.078454,0.438356,0.007516,-0.41005,0.507661,-0.271677,0.457372,-0.200381,-0.144848,-0.131045,-0.256602,0.007527,0.419412,0.093521,-1
-0.321188,-0.194317,-0.750012,0.237329,0.006277,0.149326,0.314766,-0.06495,0.15536,0.394661,-0.670311,-0.220501,0.24228,-0.524308,-0.154416,-0.32124,0.090617,0.012522,0.164151,0.022024,-1
0.244244,-0.226394,-0.472835,-0.606814,-0.277577,0.56021,0.017488,0.249252,0.132994,-0.012152,0.764089,-0.248448,0.178492,-0.066798,0.491638,-0.087202,-0.47044,0.261556,0.140187,0.027317,-1
-0.370736,0.039841,-0.712657,-0.33049,-0.049801,0.046908,0.269606,-0.141847,0.1142,-0.901204,-0.286231,-0.597803,0.023195,-0.401515,0.402144,0.056326,-0.586309,0.153332,0.067814,0.211585,-1
-0.136411,-0.223004,-0.735418,-0.254603,0.02885,0.561839,0.147292,-0.046269,0.006295,-0.32229,-0.18172,0.972791,0.165922,0.125162,-0.667988,-0.117938,-0.226666,-0.330451,0.649272,0.272765,-1
-0.355094,-0.049151,-0.62544,-0.186299,-0.021459,0.159306,0.164189,-0.109493,0.269623,-0.730638,-0.318236,-0.176288,-0.016964,-0.511411,-0.191463,0.000941,-0.532218,-0.10174,0.316442,0.265075,-1
-0.241054,-0.362926,-0.838612,-0.252767,-0.015141,0.443698,0.335933,0.145867,0.107285,-0.433063,-0.235249,0.206561,0.553476,0.309761,0.039824,-0.20736,-0.290118,-0.243256,0.334442,0.020116,-1
-0.298266,-0.487497,-0.775442,-0.28782,0.022959,0.356435,0.074493,0.392299,-0.07091,0.166786,0.103316,0.254169,0.157633,0.136583,-0.085772,-0.079137,-0.312202,0.220212,0.19095,0.039776,-1
-0.2477,-0.673708,-0.540069,-0.416485,0.087534,0.304048,-0.005192,0.32755,-0.007813,-0.125548,0.735184,-0.110061,0.100538,-0.142021,-0.191579,-0.209386,-0.225209,-0.080161,0.33798,0.01987,-1
-0.63872,-0.407995,0.251464,-0.600913,0.213522,-0.109339,0.111141,0.329235,0.174413,-0.448382,-0.474734,-0.136324,-0.013702,-0.06657,-0.135642,-0.337137,-0.233319,0.108465,-0.058373,0.119914,-1
