-1 1:-0.369396 2:0.13123 3:-0.220397 4:-0.174925 5:0.312606 6:-0.118042 7:-0.626624 8:-0.0959241 9:-0.515321 10:-0.0279898 11:-0.312326 12:-0.154187 13:-0.0519493 14:-0.181816 15:0.077923 16:0.180917 17:0.483302 18:-0.2406 19:0.483098 20:-0.0815718 
-1 1:-0.0390331 2:0.434235 3:-0.192558 4:-0.416391 5:-0.115457 6:0.533365 7:-0.901179 8:-0.234004 9:0.544786 10:0.228412 11:-0.168558 12:0.11513 13:-0.479955 14:-0.275337 15:0.111372 16:0.137593 17:1 18:-0.506843 19:0.0981796 20:-0.261784 
-1 1:0.465595 2:0.903623 3:0.0630865 4:-0.549692 5:-0.197547 6:0.476811 7:-0.755502 8:-0.076935 9:-0.319712 10:-0.0317584 11:-0.641491 12:0.139775 13:-0.0418948 14:-0.419456 15:0.143928 16:-0.250422 17:0.238036 18:0.0100618 19:0.882605 20:-0.637345 
-1 1:-0.406498 2:0.222192 3:-0.599791 4:-0.0761055 5:-0.318842 6:0.105038 7:-0.98516 8:-0.00476362 9:0.44416 10:-0.117015 11:0.0286981 12:0.0110301 13:0.0273949 14:0.126772 15:-0.132629 16:-0.198833 17:-0.414137 18:-0.461008 19:-0.286772 20:0.341721 
-1 1:-0.319044 2:0.202902 3:-0.410341 4:-0.211132 5:-0.109276 6:0.423195 7:-0.846175 8:-0.124625 9:0.662833 10:0.018823 11:-0.184332 12:0.271311 13:-0.129048 14:-0.32342 15:0.205938 16:-0.378227 17:0.398658 18:-0.160074 19:0.281009 20:-0.332383 
-1 1:-0.55004 2:-0.1099 3:-0.288713 4:-0.0495358 5:0.147683 6:0.0417655 7:-0.579701 8:0.0914572 9:0.0635614 10:-0.156946 11:-0.209253 12:-0.00203753 13:0.0885335 14:-0.1343 15:-0.00928861 16:-0.171923 17:0.0148744 18:0.000952585 19:0.441028 20:-0.137105 
-1 1:-0.168002 2:-0.243999 3:-0.324024 4:-0.0143623 5:0.517508 6:-0.554743 7:-0.327729 8:-0.0358786 9:0.0812544 10:-0.10813 11:0.0254322 12:0.457288 13:0.0318176 14:-0.11266 15:-0.0254221 16:-0.043173 17:-0.445733 18:0.170496 19:0.129428 20:0.330662 
-1 1:-0.56737 2:-0.123113 3:-0.404568 4:-0.0905138 5:0.220784 6:-0.0015936 7:-0.761006 8:-0.0502059 9:-0.021404 10:-0.0968693 11:-0.284902 12:0.00432898 13:0.07407 14:-0.338235 15:0.076894 16:-0.155089 17:0.358542 18:0.0979565 19:0.620975 20:-0.218128 
-1 1:-0.506048 2:-0.0724955 3:-0.249124 4:-0.14127 5:0.240527 6:0.0684008 7:-0.733247 8:-0.0366447 9:0.10762 10:-0.0354739 11:-0.399471 12:-0.118457 13:0.220196 14:-0.348608 15:0.247517 16:-0.309605 17:0.267354 18:-0.0410173 19:0.76027 20:-0.484758 
-1 1:-0.177232 2:-0.213454 3:-0.41118 4:-0.00833088 5:0.585525 6:-0.673153 7:-0.419211 8:-0.19415 9:0.0795845 10:0.0206556 11:0.0911174 12:0.651814 13:-0.144424 14:-0.0942609 15:0.105397 16:0.0447741 17:-0.780746 18:0.181136 19:0.108912 20:0.509235 
-1 1:-0.172279 2:-0.247239 3:-0.36546 4:-0.0186473 5:0.535702 6:-0.586304 7:-0.362991 8:-0.0908114 9:0.0654477 10:-0.0571268 11:0.0728761 12:0.528401 13:-0.0250032 14:-0.139067 15:0.0180684 16:-0.0310134 17:-0.554044 18:0.196767 19:0.0824415 20:0.426909 
-1 1:-0.474819 2:0.0580944 3:-0.766855 4:0.0558862 5:0.013818 6:-0.44409 7:-0.888262 8:0.0206503 9:-0.030548 10:-0.266217 11:0.0240439 12:-0.210676 13:0.271735 14:0.181277 15:-0.176377 16:-0.206827 17:-0.694156 18:-0.475071 19:-0.0345266 20:0.341353 
-1 1:-0.681088 2:0.0997554 3:-0.50264 4:0.109306 5:-0.125709 6:-0.15322 7:-0.793669 8:-0.0147577 9:-0.00260938 10:-0.194412 11:0.115351 12:-0.19732 13:0.0530222 14:0.056008 15:-0.210266 16:-0.0986724 17:-0.636187 18:-0.354537 19:-0.0131893 20:0.423193 
-1 1:-0.217732 2:-0.389479 3:-0.596043 4:-0.0444338 5:0.624317 6:-0.721152 7:-0.611181 8:-0.168535 9:0.0991817 10:-0.0422555 11:0.137468 12:0.770671 13:-0.0415816 14:-0.0526726 15:0.0749944 16:0.031521 17:-0.623199 18:0.232788 19:0.0321404 20:0.518598 
-1 1:-0.767121 2:-0.0167573 3:-0.139588 4:-0.0516258 5:0.195153 6:0.0744834 7:-0.559752 8:-0.067716 9:-0.0297442 10:0.00063951 11:-0.252378 12:-0.0578 13:-0.0616631 14:-0.44065 15:0.0674609 16:-0.149363 17:0.265391 18:0.0377478 19:0.472468 20:-0.207187 
-1 1:-0.458839 2:-0.173293 3:-0.313739 4:-0.397661 5:-0.0947509 6:0.539708 7:-0.913417 8:-0.139888 9:0.48135 10:0.196788 11:-0.382292 12:-0.0821843 13:0.0386252 14:-0.276512 15:0.0348248 16:0.00396722 17:0.613009 18:-0.185524 19:0.56278 20:-0.083226 
-1 1:-0.430924 2:-0.0631561 3:-0.841979 4:-0.0596614 5:-0.319361 6:-0.143367 7:-1 8:0.183206 9:-0.0256568 10:-0.264902 11:-0.279485 12:-0.0871395 13:0.492374 14:0.142439 15:-0.169402 16:-0.190796 17:-0.62745 18:-0.228692 19:-0.0215259 20:0.275633 
-1 1:-0.686187 2:-0.0505109 3:-0.318954 4:-0.0489036 5:0.0870553 6:0.115443 7:-0.655217 8:-0.0568523 9:0.0346714 10:0.0484896 11:-0.220364 12:-0.0315087 13:0.0247366 14:-0.313742 15:0.0212856 16:0.0287637 17:0.265981 18:-0.0755872 19:0.380843 20:-0.0688266 
-1 1:-0.629218 2:-0.123529 3:-0.471068 4:-0.115084 5:0.0821594 6:0.039851 7:-0.71905 8:-0.045464 9:-0.136889 10:-0.035315 11:-0.294343 12:0.0442288 13:0.0978563 14:-0.358148 15:0.0985259 16:-0.207766 17:0.271666 18:-0.0700012 19:0.123441 20:-0.193014 
-1 1:-0.113037 2:-0.25691 3:-0.349456 4:0.000346231 5:0.475818 6:-0.500873 7:-0.349367 8:-0.0877034 9:0.126928 10:-0.0573961 11:0.0522503 12:0.528756 13:0.0359247 14:-0.211351 15:0.021494 16:-0.136709 17:-0.606046 18:0.209793 19:0.166331 20:0.356069 
-1 1:-0.626095 2:0.162648 3:-0.303367 4:0.183448 5:0.250548 6:-0.418068 7:-0.611236 8:0.119942 9:0.0981085 10:-0.293117 11:0.0300018 12:-0.0927127 13:0.0762603 14:0.313179 15:-0.0595359 16:-0.176999 17:-0.598304 18:-0.392772 19:0.303278 20:0.172714 
-1 1:-0.172279 2:-0.247239 3:-0.36546 4:-0.0186473 5:0.535702 6:-0.586304 7:-0.362991 8:-0.0908114 9:0.0654477 10:-0.0571268 11:0.0728761 12:0.528401 13:-0.0250032 14:-0.139067 15:0.0180684 16:-0.0310134 17:-0.554044 18:0.196767 19:0.0824415 20:0.426909 
-1 1:-0.354796 2:0.117028 3:-0.516343 4:-0.201244 5:0.130089 6:-0.389044 7:-0.720672 8:-0.0965523 9:0.426621 10:-0.00629631 11:0.0205957 12:0.739639 13:-0.103567 14:0.157286 15:0.173474 16:-0.0886939 17:-0.904554 18:0.156955 19:0.596072 20:0.295925 
-1 1:-0.608994 2:-0.25702 3:-0.176553 4:-0.18473 5:0.237962 6:0.320835 7:-0.432059 8:0.0348081 9:0.106247 10:0.189473 11:-0.457454 12:-0.798901 13:0.229993 14:-0.154432 15:-0.196368 16:-0.298099 17:0.110842 18:-0.149665 19:0.762934 20:0.0837705 
-1 1:-0.665296 2:-0.0354735 3:-0.328901 4:-0.268753 5:0.0262601 6:-0.125026 7:-0.421719 8:-0.0130585 9:0.13268 10:-0.0877014 11:-0.230072 12:-0.553065 13:0.370587 14:0.283231 15:-0.110805 16:-0.284893 17:-0.513874 18:-0.517036 19:0.44647 20:0.480788 
-1 1:-0.52323 2:-0.0922144 3:-0.395074 4:-0.0430014 5:0.217705 6:-0.00386654 7:-0.622888 8:-0.0685753 9:-0.0181273 10:-0.0536573 11:-0.231095 12:0.00889803 13:0.00579281 14:-0.305466 15:0.120398 16:-0.164352 17:0.332412 18:-0.0935305 19:0.301525 20:-0.209103 
-1 1:-0.435837 2:0.0196499 3:-0.743637 4:0.0422685 5:-0.0502954 6:-0.292657 7:-0.91416 8:0.0698609 9:-0.0492872 10:-0.277572 11:-0.0431858 12:-0.11832 13:0.307771 14:0.176817 15:-0.159693 16:-0.178234 17:-0.62059 18:-0.331497 19:-0.0121424 20:0.367353 
-1 1:-0.462234 2:-0.405707 3:-0.362172 4:-0.355023 5:0.154258 6:0.195387 7:-0.776958 8:-0.0922141 9:-0.000887849 10:0.0279192 11:-0.389103 12:-0.143331 13:0.257543 14:-0.382192 15:0.110998 16:-0.238112 17:0.454457 18:-0.00856704 19:0.577526 20:-0.172096 
-1 1:-0.539974 2:-0.218992 3:-0.225512 4:0.0744101 5:0.42624 6:-0.163222 7:-0.397828 8:-0.147016 9:0.148265 10:-0.096964 11:-0.107363 12:-0.326576 13:0.0638396 14:-0.375333 15:0.0428869 16:-0.242596 17:0.266412 18:-0.249609 19:0.633047 20:-0.157528 
-1 1:-0.0382763 2:0.452713 3:-0.578155 4:-0.0933747 5:-0.158701 6:0.11722 7:-0.787356 8:0.0437525 9:-0.0659793 10:-0.306253 11:-0.276485 12:-0.19895 13:0.221012 14:-0.027072 15:0.294087 16:-0.243973 17:-0.345973 18:0.0798863 19:0.0133656 20:0.0392534 
-1 1:-0.172279 2:-0.247239 3:-0.36546 4:-0.0186473 5:0.535702 6:-0.586304 7:-0.362991 8:-0.0908114 9:0.0654477 10:-0.0571268 11:0.0728761 12:0.528401 13:-0.0250032 14:-0.139067 15:0.0180684 16:-0.0310134 17:-0.554044 18:0.196767 19:0.0824415 20:0.426909 
-1 1:-0.607931 2:-0.156942 3:-0.378586 4:-0.106305 5:0.263364 6:-0.0059653 7:-0.768273 8:-0.110641 9:-0.0222301 10:-0.0496754 11:-0.224906 12:-0.0363473 13:0.0536814 14:-0.389107 15:0.082099 16:-0.162734 17:0.363323 18:0.0548832 19:0.555858 20:-0.190915 
-1 1:-0.612314 2:-0.103029 3:-0.4429 4:-0.0671302 5:0.223927 6:-0.0366448 7:-0.730243 8:-0.0894069 9:-0.0184095 10:-0.0546875 11:-0.23628 12:0.0467179 13:0.0392507 14:-0.279421 15:0.119847 16:-0.116475 17:0.336707 18:-0.102246 19:0.350358 20:-0.169977 
-1 1:-0.56708 2:0.0391025 3:-0.658399 4:0.0492932 5:-0.146227 6:-0.19036 7:-0.89545 8:0.0839932 9:-0.020024 10:-0.227603 11:-0.0742691 12:-0.139263 13:0.275556 14:0.155073 15:-0.180106 16:-0.141215 17:-0.638942 18:-0.296563 19:-0.0217707 20:0.383648 
-1 1:-0.56708 2:0.0391025 3:-0.658399 4:0.0492932 5:-0.146227 6:-0.19036 7:-0.89545 8:0.0839932 9:-0.020024 10:-0.227603 11:-0.0742691 12:-0.139263 13:0.275556 14:0.155073 15:-0.180106 16:-0.141215 17:-0.638942 18:-0.296563 19:-0.0217707 20:0.383648 
-1 1:-0.584784 2:-0.087835 3:-0.343203 4:-0.0439677 5:0.17351 6:0.0182344 7:-0.608302 8:0.0289877 9:0.0235371 10:-0.114128 11:-0.226604 12:0.038384 13:0.0817393 14:-0.212856 15:0.0328629 16:-0.144258 17:0.177561 18:-0.040224 19:0.407656 20:-0.129926 
-1 1:-0.57556 2:-0.0811894 3:-0.342956 4:-0.0379631 5:0.199434 6:-0.01135 7:-0.612573 8:-0.00867222 9:0.0233898 10:-0.0807645 11:-0.230674 12:0.0361978 13:0.0570795 14:-0.249444 15:0.0548447 16:-0.144277 17:0.172335 18:-0.104731 19:0.38671 20:-0.117271 
-1 1:-0.172456 2:-0.247878 3:-0.365535 4:-0.0139792 5:0.533061 6:-0.586158 7:-0.36535 8:-0.0864684 9:0.0663942 10:-0.0565273 11:0.0729739 12:0.530136 13:-0.023588 14:-0.138121 15:0.0199508 16:-0.0341129 17:-0.563259 18:0.203155 19:0.090781 20:0.424987 
-1 1:-0.115454 2:-0.201444 3:-0.313083 4:-0.0156942 5:0.465235 6:-0.486979 7:-0.324608 8:-0.0769833 9:0.15784 10:-0.024791 11:0.0650511 12:0.474179 13:-0.00582644 14:-0.163836 15:-0.00425644 16:0.00201835 17:-0.513378 18:0.144116 19:0.116853 20:0.408074 
-1 1:-0.0665794 2:-0.164906 3:-0.253485 4:-0.0156048 5:0.403591 6:-0.38392 7:-0.288915 8:-0.0625172 9:0.243402 10:-0.00254137 11:0.067641 12:0.412484 13:-0.0107512 14:-0.17045 15:-0.0178958 16:0.00992031 17:-0.489047 18:0.1005 19:0.157888 20:0.404885 
-1 1:-0.347528 2:0.40306 3:-0.385618 4:-0.0300874 5:-0.164184 6:-0.0923742 7:-0.733891 8:0.0428247 9:0.272102 10:-0.241682 11:-0.0338291 12:0.00162009 13:-0.0242143 14:0.228975 15:-0.11497 16:-0.191113 17:-0.599212 18:-0.383568 19:0.128006 20:0.20074 
-1 1:-0.500677 2:-0.00117624 3:-0.720484 4:-0.00781357 5:-0.216222 6:-0.157796 7:-0.929092 8:0.149031 9:0.010005 10:-0.242152 11:-0.170888 12:-0.123921 13:0.382781 14:0.188081 15:-0.1723 16:-0.125951 17:-0.642775 18:-0.25139 19:-0.000373134 20:0.352023 
-1 1:-0.62556 2:0.0817037 3:-0.562841 4:0.102455 5:-0.0814404 6:-0.193915 7:-0.833216 8:0.0415979 9:-0.0222392 10:-0.223969 11:0.0286142 12:-0.162626 13:0.163279 14:0.0987529 15:-0.173929 16:-0.158822 17:-0.617895 18:-0.317113 19:-0.0274219 20:0.380196 
-1 1:-0.518165 2:-0.0873309 3:-0.416918 4:-0.0449727 5:0.344267 6:-0.109113 7:-0.673803 8:-0.12854 9:0.0443353 10:-0.0853671 11:-0.166816 12:0.0493704 13:0.0267802 14:-0.253639 15:0.145287 16:-0.141061 17:0.307616 18:-0.178742 19:0.4302 20:-0.18619 
-1 1:-0.576481 2:-0.130396 3:-0.496069 4:-0.0903949 5:0.212395 6:-0.0477187 7:-0.74918 8:-0.0450943 9:-0.0642624 10:-0.0844187 11:-0.259525 12:0.0793629 13:0.095055 14:-0.282701 15:0.143679 16:-0.211243 17:0.324533 18:-0.0819562 19:0.276284 20:-0.235814 
-1 1:-0.148304 2:-0.293656 3:-0.453416 4:-0.0617701 5:0.458916 6:-0.570274 7:-0.415551 8:-0.0805087 9:0.0348601 10:-0.0380997 11:0.0483405 12:0.564404 13:0.0171973 14:-0.173148 15:0.024819 16:-0.0266031 17:-0.580631 18:0.237277 19:0.0529203 20:0.460859 
-1 1:-0.611101 2:-0.102419 3:-0.442295 4:-0.0666191 5:0.223064 6:-0.0323529 7:-0.730451 8:-0.0878522 9:-0.0158522 10:-0.0576973 11:-0.237395 12:0.039371 13:0.0359543 14:-0.278824 15:0.118437 16:-0.114344 17:0.329732 18:-0.105056 19:0.352825 20:-0.172115 
-1 1:-0.650849 2:-0.273649 3:-0.168047 4:-0.29366 5:0.337931 6:0.157018 7:-0.672194 8:-0.156838 9:-0.0202093 10:0.0350845 11:-0.460507 12:-0.166229 13:0.08556 14:-0.349414 15:0.158936 16:-0.226152 17:0.572044 18:-0.0498042 19:0.716929 20:-0.212305 
-1 1:-0.571541 2:0.0448036 3:-0.657914 4:0.0319499 5:-0.152611 6:-0.187486 7:-0.828116 8:0.082904 9:-0.00646483 10:-0.236306 11:-0.0748086 12:-0.15015 13:0.252551 14:0.163492 15:-0.185577 16:-0.119681 17:-0.615761 18:-0.28627 19:-0.0081933 20:0.346296 
-1 1:-0.600156 2:-0.0450639 3:-0.363023 4:0.000447072 5:0.425839 6:-0.186551 7:-0.674727 8:-0.131167 9:0.163921 10:-0.0537498 11:-0.123045 12:0.0194455 13:-0.0465708 14:-0.100043 15:0.117059 16:0.000459302 17:0.341297 18:-0.200341 19:0.666791 20:-0.118586 
-1 1:-0.627408 2:-0.1149 3:-0.493562 4:-0.081883 5:0.184987 6:0.0285488 7:-0.791342 8:-0.157784 9:-0.0671331 10:-0.00871128 11:-0.241005 12:0.0131173 13:0.041954 14:-0.362091 15:0.109776 16:-0.104122 17:0.414857 18:-0.0978781 19:0.341862 20:-0.169784 
-1 1:-0.441811 2:-0.0999946 3:-0.2633 4:-0.0202598 5:0.399503 6:-0.0436934 7:-0.632573 8:-0.132567 9:0.0558729 10:-0.0681098 11:-0.177959 12:-0.038226 13:0.0410387 14:-0.422698 15:0.101078 16:-0.171237 17:0.366859 18:0.0504714 19:0.583312 20:-0.195407 
-1 1:-0.641546 2:-0.26767 3:-0.1547 4:-0.288552 5:0.349028 6:0.144705 7:-0.663434 8:-0.150479 9:0.018605 10:0.026293 11:-0.434387 12:-0.165829 13:0.0750598 14:-0.353384 15:0.170395 16:-0.231714 17:0.572488 18:-0.0429255 19:0.760305 20:-0.223506 
-1 1:-0.3546 2:0.231171 3:-0.660556 4:-0.0497792 5:-0.361501 6:0.0769734 7:-0.987157 8:0.0727383 9:0.337847 10:-0.223998 11:-0.105873 12:0.0471189 13:0.234157 14:0.107235 15:-0.119615 16:-0.380684 17:-0.690425 18:-0.24169 19:-0.0106605 20:0.246141 
-1 1:-0.632148 2:0.169733 3:-0.0310673 4:0.160988 5:0.054623 6:-0.0486974 7:-0.415243 8:0.180448 9:0.0884738 10:-0.114437 11:-0.0985589 12:-0.0766738 13:0.121374 14:-0.0289219 15:-0.114322 16:-0.14713 17:-0.537179 18:-0.136569 19:0.104249 20:0.227582 
-1 1:-0.323408 2:-0.224649 3:-0.380532 4:-0.0377507 5:0.49586 6:-0.57171 7:-0.424177 8:-0.126303 9:0.118702 10:0.00967261 11:0.103393 12:0.543179 13:-0.0828385 14:-0.0715556 15:0.00421305 16:0.101073 17:-0.56835 18:0.222336 19:0.191009 20:0.509801 
-1 1:-0.327409 2:-0.264185 3:-0.412627 4:-0.0544032 5:0.37491 6:-0.499355 7:-0.456869 8:-0.108284 9:0.0362116 10:0.00778868 11:0.056824 12:0.571051 13:-0.0299762 14:-0.168199 15:0.0364045 16:-0.0244346 17:-0.641254 18:0.231412 19:0.153111 20:0.431327 
-1 1:-0.359626 2:0.00488834 3:-0.559542 4:0.0316982 5:-0.265887 6:0.00271366 7:-0.783476 8:0.069903 9:0.239375 10:-0.106555 11:-0.0361339 12:-0.0865957 13:0.302059 14:0.0125105 15:-0.195941 16:-0.0679927 17:-0.618057 18:-0.275154 19:0.135543 20:0.40509 
-1 1:-0.788749 2:0.010488 3:-0.0689163 4:-0.0255267 5:0.222797 6:0.0671521 7:-0.504271 8:-0.0340927 9:0.000658481 10:-0.0077435 11:-0.244036 12:-0.0601337 13:-0.0776808 14:-0.42514 15:0.0706255 16:-0.149689 17:0.237125 18:0.0183867 19:0.492346 20:-0.229004 
-1 1:-0.066184 2:-0.271723 3:-0.22776 4:-0.259387 5:0.265308 6:0.185761 7:-0.570806 8:-0.156644 9:0.248848 10:0.0833925 11:-0.302097 12:-0.0989406 13:0.229687 14:-0.395939 15:0.0542623 16:-0.122017 17:0.410901 18:-0.112937 19:0.60132 20:0.000404804 
-1 1:-0.571009 2:0.0394914 3:-0.659212 4:0.0445876 5:-0.145357 6:-0.189822 7:-0.886779 8:0.0852834 9:-0.0072435 10:-0.234618 11:-0.0708112 12:-0.138371 13:0.26515 14:0.157441 15:-0.173593 16:-0.15016 17:-0.640945 18:-0.29238 19:-0.0125182 20:0.3689 
-1 1:-0.490925 2:-0.122234 3:-0.453421 4:-0.0859255 5:0.0711868 6:0.129319 7:-0.748682 8:-0.116273 9:0.247538 10:0.0596508 11:-0.176004 12:0.0629822 13:0.0652293 14:-0.297436 15:0.0601255 16:0.0248004 17:0.324873 18:-0.157291 19:0.39755 20:-0.0509467 
-1 1:-0.510075 2:-0.00855083 3:-0.421069 4:-0.085384 5:0.419201 6:-0.241169 7:-0.709093 8:-0.154338 9:-0.117798 10:-0.066232 11:-0.218434 12:-0.0224801 13:-0.0530882 14:-0.0812447 15:0.106547 16:0.0654246 17:0.473902 18:-0.304027 19:0.404879 20:-0.111691 
-1 1:0.368777 2:0.131642 3:-0.287895 4:-0.238416 5:0.133426 6:-0.342025 7:-0.33434 8:-0.114163 9:0.257384 10:0.111962 11:0.256301 12:0.10309 13:0.12873 14:-0.0297715 15:0.514224 16:0.100087 17:-0.727726 18:0.185664 19:0.185101 20:0.532003 
-1 1:-0.634989 2:-0.0637867 3:-0.403059 4:-0.0735783 5:0.235276 6:-0.042692 7:-0.632482 8:-0.0530729 9:0.00432392 10:-0.0150185 11:-0.212507 12:-0.00358914 13:0.0633279 14:-0.296697 15:0.0779368 16:-0.122152 17:0.273629 18:-0.0622158 19:0.361407 20:-0.184158 
-1 1:-0.586227 2:-0.0227606 3:-0.605908 4:0.190189 5:-0.358046 6:-0.48072 7:-0.206974 8:-0.297665 9:-0.0846002 10:-0.0091932 11:0.61711 12:0.259998 13:0.65107 14:-0.0166472 15:-0.0518437 16:-0.145601 17:-0.271542 18:-0.222615 19:-0.346661 20:0.356516 
-1 1:-0.479969 2:-0.116024 3:-0.857101 4:0.360641 5:0.0174426 6:0.423963 7:-0.562324 8:-0.14895 9:-0.155627 10:-0.332402 11:-0.250475 12:-0.569791 13:-0.158249 14:-0.248728 15:-0.663836 16:-0.138451 17:0.562125 18:0.644031 19:-0.336401 20:-0.446972 
-1 1:-0.484731 2:0.025226 3:-0.655947 4:0.739292 5:-0.0508272 6:0.439213 7:-0.19726 8:0.275851 9:-0.0239569 10:-0.290487 11:-0.297638 12:-0.626707 13:-0.482123 14:-0.385196 15:-0.887266 16:-0.216471 17:-0.0156058 18:0.451246 19:-0.752742 20:-0.443719 
